Delay_ps,1_1_8_8,1_2_7_8,1_3_6_8,1_4_5_8,1_5_4_8,1_6_3_8,1_7_2_8,2_2_8_8,2_3_7_8,2_4_6_8,2_5_5_8,2_6_4_8,2_7_3_8,3_3_8_8,3_4_7_8,3_5_6_8,3_6_5_8,3_7_4_8,4_4_8_8,4_5_7_8,4_6_6_8,4_7_5_8,5_5_8_8,5_6_7_8,5_7_6_8,6_6_8_8,6_7_7_8,7_7_8_8,2_1_8_7,3_1_8_6,4_1_8_5,5_1_8_4,6_1_8_3,7_1_8_2,3_2_8_7,4_2_8_6,5_2_8_5,6_2_8_4,7_2_8_3,4_3_8_7,5_3_8_6,5_4_8_7,6_4_8_6,7_4_8_5,6_5_8_7,7_5_8_6,7_6_8_7
165.000000,0.4047522944482309,0.15577881195161744,0.03942905896535189,0.06027652767125881,0.1207863128017128,0.042617126407230047,0.12780820641663446,-0.032306621710419134,-0.07042218673757916,-0.07907266274075485,0.04444519165912068,0.07687457328459428,0.046263962934226736,0.0830335076623044,0.0027674066031157076,-0.09892856183384797,-0.025772538460078695,0.0016580648982095529,0.01433703157319122,-0.13068226290610283,-0.1041959222176938,-0.0418601852654625,0.22275232325275074,0.023146408745029958,-0.06884608136259725,0.013406022444170523,-0.020427455644664597,0.11811186578984888,-0.14309863221251248,-0.10236420690253815,0.04336305852847085,-0.12515377464306543,-0.038401812350143345,0.16501903471302753,-0.08904040552256823,0.031014196847989055,-0.06538978159112979,0.0026920553058478753,0.031137298237076737,0.028344855960015874,-0.03098292191909039,0.06306652399667453,0.026896430539814303,-0.12355748712955833,-0.055287855500751014,-0.08690861894125151,-0.08878853708908041
